EmployeeID,FirstName,LastName,Gender,Department,JobTitle,Salary,HireDate,PerformanceScore,ManagerID,Location,Email
460,Eric,Taylor,Female,IT,System Administrator,124002.93,2018-06-03,Average,80.0,Chicago,eric.taylor@example.com
461,John,Atkinson,Female,IT,System Administrator,77907.71,2018-07-26,Poor,92.0,Chicago,john.atkinson@example.com
462,Hunter,Deleon,Female,IT,System Administrator,51254.26,2016-10-16,Average,64.0,New York,hunter.deleon@example.com
463,Arthur,Ferguson,Other,Marketing,Marketing Manager,87216.57,2024-03-01,Below Average,88.0,Seattle,arthur.ferguson@example.com
464,Crystal,Allen,Other,IT,System Administrator,101393.9,2023-10-26,Excellent,2.0,Boston,crystal.allen@example.com
465,Kaylee,Lane,Other,IT,IT Support Specialist,102662.72,2020-05-11,Below Average,9.0,San Francisco,kaylee.lane@example.com
466,Bradley,Jones,Female,IT,IT Support Specialist,93851.77,2021-12-30,Good,94.0,Boston,bradley.jones@example.com
467,Diane,Wang,Male,Engineering,DevOps Engineer,117940.18,2014-10-10,Average,77.0,New York,diane.wang@example.com
468,Sandra,Pruitt,Other,IT,IT Support Specialist,141567.71,2020-03-16,Excellent,15.0,Seattle,sandra.pruitt@example.com
469,James,Weber,Other,Finance,Payroll Specialist,65829.57,2019-01-22,Average,48.0,New York,james.weber@example.com
470,Ashley,Bailey,Female,Sales,Sales Manager,146622.5,2016-11-01,Good,25.0,New York,ashley.bailey@example.com
471,Linda,Ware,Female,Engineering,QA Engineer,126493.43,2024-05-06,Excellent,96.0,New York,linda.ware@example.com
472,Ashley,Stewart,Male,HR,Recruiter,82336.83,2021-12-28,Poor,89.0,Austin,ashley.stewart@example.com
473,Kristin,Bruce,Other,HR,Recruiter,140369.98,2012-10-16,Average,49.0,San Francisco,kristin.bruce@example.com
474,Marco,Daniels,Female,Sales,Account Executive,117343.31,2018-06-18,Excellent,62.0,Boston,marco.daniels@example.com
475,Adam,Archer,Female,Sales,Sales Representative,92057.95,2014-08-03,Poor,11.0,Chicago,adam.archer@example.com
476,William,Griffin,Other,Marketing,Marketing Manager,123247.18,2016-10-18,Below Average,8.0,New York,william.griffin@example.com
477,Stephanie,Lee,Female,IT,System Administrator,67365.27,2014-08-01,Good,33.0,Boston,stephanie.lee@example.com
478,Charles,Watkins,Other,Engineering,DevOps Engineer,78183.61,2019-04-26,Good,1.0,San Francisco,charles.watkins@example.com
479,Kelly,Thomas,Female,Marketing,SEO Specialist,80574.85,2015-05-01,Average,45.0,New York,kelly.thomas@example.com
480,Michael,Hogan,Male,Marketing,Marketing Manager,124227.33,2018-12-25,Average,13.0,Austin,michael.hogan@example.com
481,Angela,Dennis,Female,Finance,Payroll Specialist,107477.8,2019-04-29,Good,9.0,San Francisco,angela.dennis@example.com
482,Brett,Clayton,Male,Marketing,Marketing Manager,61374.36,2017-06-19,Excellent,6.0,Chicago,brett.clayton@example.com
483,Dennis,Williams,Female,Engineering,QA Engineer,116114.88,2014-02-26,Poor,51.0,Chicago,dennis.williams@example.com
484,Julia,Brown,Female,Finance,Payroll Specialist,85759.86,2021-03-30,Below Average,86.0,Chicago,julia.brown@example.com
485,Cynthia,Mcclain,Other,Finance,Accountant,110734.53,2013-08-07,Poor,49.0,Chicago,cynthia.mcclain@example.com
486,Lisa,Benjamin,Other,Engineering,Data Engineer,129052.27,2010-07-08,Poor,69.0,New York,lisa.benjamin@example.com
487,Charles,Cruz,Male,HR,Recruiter,62987.51,2011-12-04,Excellent,25.0,Austin,charles.cruz@example.com
488,Gregory,West,Other,Engineering,Data Engineer,97050.08,2015-09-01,Poor,77.0,Austin,gregory.west@example.com
489,Peter,Hess,Female,HR,HR Coordinator,105247.47,2020-01-25,Below Average,77.0,New York,peter.hess@example.com
490,Shane,Flores,Male,Engineering,Data Engineer,125297.54,2019-07-04,Good,58.0,San Francisco,shane.flores@example.com
491,Lisa,Harris,Other,Marketing,Content Strategist,86656.06,2011-05-21,Average,92.0,Austin,lisa.harris@example.com
492,Steve,Foster,Female,Finance,Financial Analyst,123521.25,2020-06-20,Average,11.0,Chicago,steve.foster@example.com
493,Sharon,Williamson,Female,HR,HR Manager,141670.17,2021-07-25,Average,60.0,Boston,sharon.williamson@example.com
494,Rachel,Sanchez,Male,IT,System Administrator,100793.25,2019-09-12,Good,75.0,Chicago,rachel.sanchez@example.com
495,Michael,Bond,Male,Sales,Sales Representative,104167.2,2012-03-24,Average,6.0,Seattle,michael.bond@example.com
496,Thomas,Jimenez,Other,HR,HR Coordinator,55796.34,2016-02-08,Below Average,94.0,Boston,thomas.jimenez@example.com
497,Noah,Walter,Female,HR,Recruiter,144702.01,2014-02-26,Excellent,43.0,Austin,noah.walter@example.com
498,Brian,King,Female,IT,Network Engineer,64524.9,2013-04-12,Poor,99.0,San Francisco,brian.king@example.com
499,Randy,Ellis,Other,IT,IT Support Specialist,137458.09,2016-03-09,Below Average,3.0,New York,randy.ellis@example.com
500,Amy,Reed,Other,IT,Network Engineer,144908.93,2011-06-18,Good,70.0,Austin,amy.reed@example.com
501,Crystal,Wiggins,Female,Marketing,Marketing Manager,99764.6,2019-09-06,Poor,6.0,Boston,crystal.wiggins@example.com
502,Jonathan,Lynch,Male,Sales,Sales Representative,139765.69,2018-03-13,Average,27.0,Austin,jonathan.lynch@example.com
503,Adam,Mcmahon,Female,Marketing,Marketing Manager,119664.49,2023-05-10,Good,35.0,Seattle,adam.mcmahon@example.com
504,John,Hatfield,Other,HR,HR Coordinator,72440.56,2023-10-08,Good,28.0,San Francisco,john.hatfield@example.com
505,Patricia,Martinez,Male,Finance,Payroll Specialist,130731.68,2015-09-28,Good,79.0,New York,patricia.martinez@example.com
506,Amber,Smith,Other,IT,Network Engineer,113005.24,2018-06-20,Excellent,82.0,Boston,amber.smith@example.com
507,Brian,Patel,Female,Marketing,Content Strategist,89122.71,2021-06-20,Below Average,22.0,Seattle,brian.patel@example.com
508,Justin,Sharp,Male,IT,Network Engineer,125892.87,2011-08-10,Excellent,52.0,Seattle,justin.sharp@example.com
509,Brenda,Martin,Other,IT,IT Support Specialist,120489.07,2015-07-16,Good,18.0,Austin,brenda.martin@example.com
510,Jennifer,Frazier,Male,IT,System Administrator,108980.91,2012-10-18,Excellent,29.0,Seattle,jennifer.frazier@example.com
511,Natalie,Smith,Male,HR,HR Manager,65087.67,2016-05-20,Poor,79.0,Seattle,natalie.smith@example.com
512,Kelly,Conway,Female,Sales,Account Executive,82680.01,2014-05-23,Poor,37.0,Boston,kelly.conway@example.com
513,Judith,Scott,Other,HR,HR Coordinator,121250.8,2024-01-16,Good,54.0,Seattle,judith.scott@example.com
514,Sarah,Guzman,Female,Sales,Sales Representative,67760.54,2016-03-28,Good,66.0,New York,sarah.guzman@example.com
515,John,Mitchell,Female,Marketing,Content Strategist,72481.33,2016-09-14,Excellent,52.0,Boston,john.mitchell@example.com
516,Gabriella,Mcguire,Female,Sales,Sales Manager,133476.54,2013-01-08,Excellent,75.0,San Francisco,gabriella.mcguire@example.com
517,Veronica,Cobb,Other,Finance,Payroll Specialist,140106.13,2021-02-23,Excellent,62.0,San Francisco,veronica.cobb@example.com
518,Jessica,Wilkerson,Other,Finance,Accountant,91627.83,2014-12-20,Excellent,59.0,San Francisco,jessica.wilkerson@example.com
519,Randy,Santiago,Female,Marketing,SEO Specialist,110536.33,2019-02-04,Good,12.0,San Francisco,randy.santiago@example.com
520,Monique,Soto,Female,IT,System Administrator,142822.88,2023-08-03,Good,38.0,Chicago,monique.soto@example.com
521,Whitney,Adams,Male,Sales,Sales Representative,101524.92,2021-04-21,Average,61.0,Chicago,whitney.adams@example.com
522,Margaret,Copeland,Male,HR,Recruiter,104712.32,2018-01-28,Average,4.0,San Francisco,margaret.copeland@example.com
523,Joshua,Thompson,Other,Marketing,Marketing Manager,131131.54,2022-12-16,Below Average,81.0,Chicago,joshua.thompson@example.com
524,Paul,Copeland,Female,Finance,Financial Analyst,87900.92,2020-11-21,Poor,83.0,San Francisco,paul.copeland@example.com
525,Andrea,Frank,Male,Sales,Sales Representative,83672.97,2023-08-04,Good,36.0,Seattle,andrea.frank@example.com
526,Matthew,Orr,Female,Engineering,QA Engineer,58218.25,2016-05-15,Below Average,89.0,Boston,matthew.orr@example.com
527,Jonathan,Cervantes,Other,HR,HR Coordinator,115792.33,2020-03-04,Poor,29.0,Boston,jonathan.cervantes@example.com
528,Brittany,Allison,Other,Engineering,DevOps Engineer,133660.43,2019-08-20,Good,38.0,San Francisco,brittany.allison@example.com
529,Sarah,Young,Other,Engineering,Software Engineer,109096.67,2018-07-03,Average,92.0,Seattle,sarah.young@example.com
530,Marissa,Williams,Male,Engineering,QA Engineer,123069.76,2013-11-20,Below Average,11.0,Boston,marissa.williams@example.com
531,Michael,Brooks,Female,HR,HR Coordinator,128260.76,2022-10-06,Average,93.0,Boston,michael.brooks@example.com
532,Robert,Johnson,Female,Engineering,DevOps Engineer,117701.36,2011-07-17,Poor,34.0,Boston,robert.johnson@example.com
533,Carla,Strickland,Male,Sales,Sales Manager,128290.73,2022-04-17,Below Average,3.0,Boston,carla.strickland@example.com
534,Wendy,Smith,Other,Sales,Sales Representative,112577.46,2016-05-03,Below Average,93.0,Seattle,wendy.smith@example.com
535,Jonathan,Fry,Male,HR,HR Coordinator,58776.06,2020-01-12,Excellent,78.0,Chicago,jonathan.fry@example.com
536,Curtis,Conley,Other,Engineering,QA Engineer,105293.67,2022-11-02,Good,40.0,New York,curtis.conley@example.com
537,Gina,Williams,Female,Engineering,Data Engineer,70157.53,2011-10-26,Excellent,65.0,New York,gina.williams@example.com
538,Tammy,Garrett,Other,Marketing,Marketing Manager,85725.59,2020-03-17,Poor,21.0,San Francisco,tammy.garrett@example.com
539,Mark,Grant,Other,Marketing,Content Strategist,86734.17,2012-11-11,Good,99.0,Chicago,mark.grant@example.com
540,Christy,Smith,Male,HR,HR Manager,140277.74,2010-10-18,Good,11.0,Austin,christy.smith@example.com
541,Wendy,Schwartz,Female,Finance,Accountant,111887.7,2021-01-08,Average,9.0,Austin,wendy.schwartz@example.com
542,Justin,Bell,Other,HR,HR Manager,139096.06,2017-06-18,Poor,65.0,Austin,justin.bell@example.com
543,Melissa,Becker,Female,IT,System Administrator,70867.12,2024-03-20,Excellent,32.0,San Francisco,melissa.becker@example.com
544,Jennifer,Bradley,Other,Marketing,SEO Specialist,56363.75,2014-05-16,Poor,70.0,New York,jennifer.bradley@example.com
545,Dale,Lewis,Female,Finance,Payroll Specialist,88360.96,2019-01-04,Excellent,81.0,New York,dale.lewis@example.com
546,Glenn,Lewis,Male,HR,HR Manager,52166.49,2015-07-06,Excellent,65.0,New York,glenn.lewis@example.com
547,Suzanne,Sanchez,Male,Sales,Account Executive,133535.59,2013-09-06,Below Average,34.0,Seattle,suzanne.sanchez@example.com
548,Melanie,Torres,Female,Marketing,SEO Specialist,105047.77,2017-08-15,Excellent,79.0,Boston,melanie.torres@example.com
549,Thomas,Long,Female,HR,Recruiter,123834.41,2023-08-12,Excellent,79.0,Chicago,thomas.long@example.com
550,Stacy,Carter,Other,Marketing,Content Strategist,102554.72,2012-09-09,Below Average,86.0,New York,stacy.carter@example.com
551,Matthew,Heath,Male,Marketing,Content Strategist,130582.85,2018-12-21,Excellent,64.0,Boston,matthew.heath@example.com
552,Phillip,Silva,Male,Marketing,SEO Specialist,92784.38,2020-11-22,Good,96.0,Seattle,phillip.silva@example.com
553,Jacob,Crane,Female,Engineering,Data Engineer,139312.29,2012-06-26,Good,40.0,Austin,jacob.crane@example.com
554,Lori,Brooks,Female,Marketing,Content Strategist,84458.06,2020-06-28,Average,89.0,Seattle,lori.brooks@example.com
555,Robert,Wagner,Male,Engineering,Software Engineer,97280.1,2024-05-06,Good,78.0,New York,robert.wagner@example.com
556,Jeffery,Gonzalez,Other,HR,HR Manager,77298.86,2023-01-11,Excellent,90.0,New York,jeffery.gonzalez@example.com
557,Randy,Sanchez,Male,Sales,Sales Manager,76382.07,2013-09-19,Average,62.0,San Francisco,randy.sanchez@example.com
558,Erica,Allen,Male,Sales,Account Executive,99787.82,2020-05-31,Excellent,9.0,San Francisco,erica.allen@example.com
559,Timothy,Hudson,Other,Marketing,Marketing Manager,135343.63,2016-03-17,Good,42.0,San Francisco,timothy.hudson@example.com
560,Erika,Brown,Other,Marketing,Content Strategist,119364.58,2021-07-10,Excellent,17.0,Austin,erika.brown@example.com
561,Cody,Hall,Other,Finance,Payroll Specialist,100669.91,2013-09-24,Below Average,11.0,Austin,cody.hall@example.com
562,Chris,Parrish,Female,Finance,Financial Analyst,57426.36,2021-11-27,Poor,77.0,New York,chris.parrish@example.com
563,John,Wilson,Male,Marketing,SEO Specialist,78768.46,2016-03-09,Poor,52.0,New York,john.wilson@example.com
564,Randy,Wells,Female,IT,Network Engineer,89827.89,2015-03-07,Excellent,97.0,Chicago,randy.wells@example.com
565,Jessica,Ewing,Other,Engineering,DevOps Engineer,53087.3,2013-06-08,Excellent,84.0,Chicago,jessica.ewing@example.com
566,Carolyn,Huang,Other,HR,HR Manager,82378.77,2021-05-05,Below Average,54.0,New York,carolyn.huang@example.com
567,Tracy,Paul,Female,Sales,Sales Manager,95225.69,2011-10-25,Average,93.0,Boston,tracy.paul@example.com
568,Allen,Owen,Female,Sales,Sales Representative,142126.55,2015-12-03,Good,1.0,Boston,allen.owen@example.com
569,Daniel,Williams,Female,Marketing,Marketing Manager,69922.51,2017-04-05,Average,96.0,Seattle,daniel.williams@example.com
570,Daniel,Kirk,Female,HR,HR Manager,85498.71,2020-04-26,Below Average,86.0,Seattle,daniel.kirk@example.com
571,David,Stewart,Female,IT,System Administrator,118291.72,2021-01-08,Excellent,46.0,New York,david.stewart@example.com
572,Kevin,White,Female,HR,Recruiter,134716.15,2019-06-29,Poor,38.0,New York,kevin.white@example.com
573,Elizabeth,Williams,Male,Marketing,Marketing Manager,54868.52,2012-03-10,Poor,92.0,Boston,elizabeth.williams@example.com
574,Krista,Knapp,Male,Finance,Accountant,116656.19,2015-12-04,Below Average,41.0,Boston,krista.knapp@example.com
575,Richard,Young,Female,Engineering,DevOps Engineer,69874.75,2016-09-16,Poor,7.0,Boston,richard.young@example.com
576,Desiree,Holt,Female,Engineering,QA Engineer,50850.95,2020-05-31,Below Average,94.0,Boston,desiree.holt@example.com
577,Thomas,Smith,Female,IT,System Administrator,89140.02,2015-03-08,Average,27.0,New York,thomas.smith@example.com
578,Michael,Green,Other,Marketing,SEO Specialist,57446.53,2021-09-03,Below Average,94.0,San Francisco,michael.green@example.com
579,Jill,Barton,Female,IT,System Administrator,133065.4,2011-07-01,Excellent,79.0,San Francisco,jill.barton@example.com
580,Angela,Ryan,Female,Engineering,Software Engineer,104381.32,2011-03-17,Below Average,36.0,Chicago,angela.ryan@example.com
581,Andrew,Hill,Female,Engineering,Software Engineer,82531.35,2011-12-12,Good,29.0,New York,andrew.hill@example.com
582,Robert,Marquez,Female,Sales,Sales Manager,122761.27,2021-03-29,Below Average,10.0,Boston,robert.marquez@example.com
583,Stephanie,Carey,Male,Engineering,QA Engineer,129270.93,2016-02-01,Poor,32.0,Austin,stephanie.carey@example.com
584,Louis,Parker,Other,Sales,Sales Manager,104340.01,2017-03-29,Poor,48.0,Seattle,louis.parker@example.com
585,Nicole,Foster,Other,IT,IT Support Specialist,60545.05,2021-03-03,Average,85.0,New York,nicole.foster@example.com
586,Nancy,Watson,Male,Sales,Account Executive,136308.03,2017-02-07,Excellent,11.0,Boston,nancy.watson@example.com
587,James,Duncan,Male,Finance,Accountant,77621.26,2023-10-13,Average,99.0,San Francisco,james.duncan@example.com
588,Jesse,Jones,Female,Finance,Payroll Specialist,106598.07,2011-01-17,Below Average,20.0,Boston,jesse.jones@example.com
589,Derek,Franklin,Female,Sales,Account Executive,90337.75,2017-08-02,Poor,9.0,Seattle,derek.franklin@example.com
590,Andrea,Jones,Other,Sales,Sales Manager,102481.16,2021-10-23,Average,38.0,Seattle,andrea.jones@example.com
591,Tyler,Powers,Other,Sales,Sales Representative,114342.67,2013-06-01,Poor,12.0,New York,tyler.powers@example.com
592,Kevin,Craig,Other,HR,HR Manager,119291.49,2017-12-22,Average,38.0,Seattle,kevin.craig@example.com
593,Jennifer,Hernandez,Other,HR,HR Manager,99884.25,2016-07-13,Below Average,66.0,Boston,jennifer.hernandez@example.com
594,Michael,Graves,Male,Finance,Payroll Specialist,115544.75,2017-04-01,Poor,98.0,New York,michael.graves@example.com
595,Paul,Mathis,Female,Finance,Payroll Specialist,88635.25,2013-05-07,Good,48.0,Seattle,paul.mathis@example.com
596,Tracy,Mills,Other,Marketing,Marketing Manager,81233.03,2011-04-14,Poor,1.0,Boston,tracy.mills@example.com
597,Michael,Beltran,Female,Sales,Sales Representative,105559.02,2014-09-09,Poor,99.0,New York,michael.beltran@example.com
598,Tyler,Adams,Female,HR,HR Manager,68990.77,2013-11-22,Good,82.0,Seattle,tyler.adams@example.com
599,Ethan,Shelton,Other,Finance,Payroll Specialist,54026.25,2017-06-21,Poor,38.0,San Francisco,ethan.shelton@example.com
600,William,Anderson,Male,HR,HR Manager,110469.15,2022-01-10,Excellent,9.0,Seattle,william.anderson@example.com
601,Scott,Montes,Female,Sales,Sales Manager,83122.18,2021-02-13,Below Average,84.0,San Francisco,scott.montes@example.com
602,Carlos,Barrett,Female,IT,Network Engineer,140287.35,2017-12-21,Poor,16.0,Austin,carlos.barrett@example.com
603,Jesse,Miller,Other,Sales,Sales Representative,97050.24,2014-08-15,Poor,40.0,Chicago,jesse.miller@example.com
604,Jean,Wilson,Other,HR,HR Manager,143148.86,2014-06-19,Good,46.0,New York,jean.wilson@example.com
605,Cory,Walker,Female,IT,System Administrator,113792.48,2010-09-11,Poor,38.0,New York,cory.walker@example.com
606,Jimmy,Carpenter,Female,IT,IT Support Specialist,103709.79,2011-07-08,Excellent,46.0,Seattle,jimmy.carpenter@example.com
607,James,Owens,Other,Marketing,SEO Specialist,68021.65,2016-09-06,Good,57.0,Seattle,james.owens@example.com
608,Michael,House,Other,Sales,Sales Manager,76614.05,2020-10-31,Excellent,32.0,Seattle,michael.house@example.com
609,Hayley,Simmons,Male,Finance,Payroll Specialist,137602.41,2023-05-29,Excellent,31.0,Boston,hayley.simmons@example.com
610,Amanda,Soto,Other,HR,Recruiter,139500.77,2011-10-06,Average,49.0,Chicago,amanda.soto@example.com
611,Danielle,Smith,Male,Engineering,Software Engineer,145920.95,2014-06-04,Excellent,66.0,Seattle,danielle.smith@example.com
612,James,Coleman,Other,HR,HR Coordinator,86566.21,2014-12-30,Average,56.0,Chicago,james.coleman@example.com
613,Cory,Miller,Other,IT,IT Support Specialist,94993.25,2017-05-25,Poor,95.0,Chicago,cory.miller@example.com
614,Mary,Williams,Female,Sales,Sales Representative,116622.68,2020-03-09,Average,52.0,Boston,mary.williams@example.com
615,Kevin,Gamble,Female,Marketing,SEO Specialist,57073.18,2013-03-18,Average,50.0,Seattle,kevin.gamble@example.com
616,David,Hart,Male,HR,Recruiter,54257.37,2021-06-24,Poor,78.0,Boston,david.hart@example.com
617,Tony,Fleming,Female,HR,HR Manager,145520.87,2020-07-13,Below Average,82.0,New York,tony.fleming@example.com
618,Robyn,Ruiz,Female,Marketing,Content Strategist,134145.08,2022-08-03,Below Average,62.0,Chicago,robyn.ruiz@example.com
619,Wendy,Golden,Female,Sales,Sales Representative,56061.07,2013-06-20,Poor,84.0,Austin,wendy.golden@example.com
620,Patricia,Herrera,Male,HR,HR Manager,142537.75,2016-08-10,Below Average,13.0,Boston,patricia.herrera@example.com
621,Juan,Davila,Male,Finance,Financial Analyst,148879.97,2023-08-24,Good,69.0,Seattle,juan.davila@example.com
622,Mariah,Molina,Female,Marketing,Marketing Manager,136340.16,2024-02-28,Poor,3.0,San Francisco,mariah.molina@example.com
623,Sarah,Miller,Other,Finance,Financial Analyst,133233.28,2013-05-07,Below Average,99.0,Boston,sarah.miller@example.com
624,Brittany,Johnson,Other,HR,HR Coordinator,125952.29,2012-05-27,Poor,98.0,Seattle,brittany.johnson@example.com
625,Dana,Walter,Other,Finance,Accountant,145217.54,2011-06-19,Good,59.0,Boston,dana.walter@example.com
626,Jamie,Adams,Other,Marketing,SEO Specialist,145960.2,2023-02-15,Below Average,37.0,Austin,jamie.adams@example.com
627,Christopher,Roberts,Male,Engineering,Data Engineer,83114.06,2010-12-22,Below Average,27.0,Chicago,christopher.roberts@example.com
628,Gabriel,Walker,Male,Marketing,SEO Specialist,115990.39,2016-10-04,Average,25.0,Seattle,gabriel.walker@example.com
629,Laurie,Hall,Other,HR,HR Manager,132101.14,2024-03-02,Excellent,75.0,Boston,laurie.hall@example.com
630,Amanda,Rubio,Female,Sales,Account Executive,98025.5,2021-07-25,Poor,60.0,New York,amanda.rubio@example.com
631,Ashley,Ross,Male,Engineering,Software Engineer,110054.76,2017-08-21,Average,71.0,Boston,ashley.ross@example.com
632,John,Wade,Male,HR,HR Manager,142080.72,2019-06-02,Poor,16.0,New York,john.wade@example.com
633,Leah,Harris,Other,Engineering,Software Engineer,106897.5,2013-02-10,Good,20.0,San Francisco,leah.harris@example.com
634,Thomas,Washington,Female,HR,Recruiter,87118.68,2018-02-13,Below Average,41.0,Seattle,thomas.washington@example.com
635,Carrie,Woods,Male,HR,Recruiter,132989.76,2017-11-15,Below Average,19.0,New York,carrie.woods@example.com
636,Jordan,Bailey,Other,HR,HR Manager,89767.64,2014-04-19,Excellent,16.0,Boston,jordan.bailey@example.com
637,Gina,Reid,Other,HR,HR Coordinator,108501.67,2014-08-02,Good,22.0,Boston,gina.reid@example.com
638,Joseph,Brown,Male,HR,HR Manager,92764.52,2011-11-14,Below Average,48.0,Austin,joseph.brown@example.com
639,Emily,Reese,Male,Marketing,Marketing Manager,92268.42,2022-12-19,Good,85.0,Boston,emily.reese@example.com
640,Jennifer,Burns,Female,HR,HR Coordinator,50065.35,2019-12-29,Good,28.0,New York,jennifer.burns@example.com
641,Laura,Goodman,Other,Finance,Payroll Specialist,78533.35,2024-02-03,Below Average,59.0,New York,laura.goodman@example.com
642,Jeffery,Freeman,Other,HR,Recruiter,91221.18,2011-01-10,Below Average,28.0,Seattle,jeffery.freeman@example.com
643,Timothy,Weeks,Other,IT,Network Engineer,83184.17,2020-04-03,Good,99.0,Austin,timothy.weeks@example.com
644,Terri,Lyons,Male,Finance,Accountant,79958.78,2014-04-14,Excellent,34.0,Seattle,terri.lyons@example.com
645,Jeffrey,Kelly,Male,Finance,Financial Analyst,100629.34,2012-06-21,Average,72.0,San Francisco,jeffrey.kelly@example.com
646,Molly,Ramirez,Male,Finance,Payroll Specialist,111855.0,2011-11-24,Excellent,77.0,Chicago,molly.ramirez@example.com
647,William,Davis,Male,Marketing,SEO Specialist,116740.27,2018-05-19,Good,42.0,Chicago,william.davis@example.com
648,Erica,Conway,Female,Finance,Financial Analyst,58392.35,2018-02-19,Excellent,90.0,Boston,erica.conway@example.com
649,Lauren,Pham,Male,Marketing,SEO Specialist,120432.04,2015-09-17,Poor,42.0,Austin,lauren.pham@example.com
650,Alexis,Young,Other,IT,System Administrator,105012.1,2012-10-04,Good,32.0,Chicago,alexis.young@example.com
651,Christopher,Moore,Other,Sales,Sales Manager,56966.85,2015-06-18,Poor,91.0,Austin,christopher.moore@example.com
652,Nancy,Davis,Other,IT,IT Support Specialist,112684.55,2013-09-05,Average,32.0,Seattle,nancy.davis@example.com
653,Erin,Watson,Other,IT,IT Support Specialist,58626.77,2022-05-12,Good,70.0,New York,erin.watson@example.com
654,Ashley,Pierce,Other,Sales,Sales Manager,76482.62,2013-12-16,Excellent,25.0,Chicago,ashley.pierce@example.com
655,Renee,Smith,Female,Finance,Payroll Specialist,68788.5,2023-11-21,Good,10.0,San Francisco,renee.smith@example.com
656,Shawn,Ramirez,Female,Sales,Sales Manager,122024.78,2014-03-28,Poor,26.0,Boston,shawn.ramirez@example.com
657,Alisha,Smith,Other,HR,Recruiter,86492.54,2015-02-10,Good,51.0,San Francisco,alisha.smith@example.com
658,Brandon,Hamilton,Female,Finance,Accountant,83796.04,2013-04-21,Below Average,85.0,Seattle,brandon.hamilton@example.com
659,Lisa,Cole,Female,Engineering,QA Engineer,133669.88,2021-11-30,Excellent,9.0,Boston,lisa.cole@example.com
660,Sean,Davis,Female,Engineering,Data Engineer,147839.21,2022-03-29,Average,18.0,Austin,sean.davis@example.com
661,Debra,Bishop,Female,Marketing,SEO Specialist,65053.73,2013-02-04,Average,83.0,San Francisco,debra.bishop@example.com
662,Jesse,Sanchez,Female,Engineering,DevOps Engineer,64830.84,2013-09-22,Average,20.0,Chicago,jesse.sanchez@example.com
663,Leslie,Andrews,Female,HR,Recruiter,91788.04,2012-01-16,Below Average,75.0,New York,leslie.andrews@example.com
664,Daryl,Bowman,Male,Sales,Sales Manager,77933.49,2017-03-06,Below Average,38.0,San Francisco,daryl.bowman@example.com
665,Nicholas,Burnett,Other,Finance,Financial Analyst,121317.89,2013-07-29,Poor,52.0,Chicago,nicholas.burnett@example.com
666,Christopher,Smith,Other,Finance,Financial Analyst,115037.0,2014-04-25,Good,73.0,San Francisco,christopher.smith@example.com
667,Tracy,Hale,Other,Marketing,SEO Specialist,106149.02,2018-10-13,Poor,63.0,San Francisco,tracy.hale@example.com
668,Ricardo,Walsh,Other,IT,System Administrator,120382.21,2020-06-30,Excellent,77.0,San Francisco,ricardo.walsh@example.com
669,Troy,Reed,Other,Sales,Account Executive,88096.38,2022-05-29,Poor,51.0,Chicago,troy.reed@example.com
670,Vincent,Whitehead,Female,IT,Network Engineer,109530.91,2019-03-17,Below Average,68.0,New York,vincent.whitehead@example.com
671,Sheila,Moreno,Female,Sales,Sales Manager,64123.37,2017-11-17,Average,78.0,San Francisco,sheila.moreno@example.com
672,Stephen,Duke,Male,Engineering,DevOps Engineer,130196.78,2017-07-24,Excellent,98.0,Seattle,stephen.duke@example.com
673,Alexander,Anderson,Other,HR,Recruiter,59765.72,2016-05-07,Average,41.0,Boston,alexander.anderson@example.com
674,Jeffrey,Simon,Male,Sales,Account Executive,91266.83,2012-07-25,Below Average,3.0,Chicago,jeffrey.simon@example.com
675,Amanda,Brown,Female,HR,HR Manager,96721.16,2010-12-08,Average,16.0,Seattle,amanda.brown@example.com
676,Lisa,Martin,Male,IT,IT Support Specialist,85565.24,2019-02-16,Good,4.0,San Francisco,lisa.martin@example.com
677,Stephen,Reeves,Female,IT,System Administrator,80449.89,2012-10-30,Good,48.0,Boston,stephen.reeves@example.com
678,Marc,Hall,Other,Finance,Financial Analyst,89231.45,2017-01-03,Excellent,45.0,Austin,marc.hall@example.com
679,Maria,Reynolds,Female,Marketing,Content Strategist,69967.3,2020-05-24,Below Average,75.0,Chicago,maria.reynolds@example.com
680,Thomas,Bell,Female,Engineering,DevOps Engineer,120207.14,2015-02-11,Below Average,65.0,San Francisco,thomas.bell@example.com
681,Joshua,Lloyd,Male,IT,Network Engineer,66504.0,2011-01-16,Average,84.0,Chicago,joshua.lloyd@example.com
682,Rachel,Lewis,Other,Engineering,Software Engineer,57312.04,2019-01-27,Average,98.0,Austin,rachel.lewis@example.com
683,Phillip,Lewis,Male,Engineering,DevOps Engineer,78178.3,2013-03-26,Good,31.0,New York,phillip.lewis@example.com
684,Brent,Hood,Male,IT,IT Support Specialist,81563.86,2021-01-12,Average,74.0,Austin,brent.hood@example.com
685,Dawn,Brown,Other,HR,HR Coordinator,66541.46,2011-11-11,Average,61.0,Boston,dawn.brown@example.com
686,Marilyn,Estrada,Male,Sales,Sales Representative,110122.98,2016-02-15,Good,91.0,New York,marilyn.estrada@example.com
687,Destiny,Boyd,Female,IT,System Administrator,113341.71,2012-02-10,Good,8.0,New York,destiny.boyd@example.com
